Frame,Time,mal_lat_left_X,mal_lat_left_Y,mal_lat_left_Z,calc_back_left_X,calc_back_left_Y,calc_back_left_Z,toe_left_X,toe_left_Y,toe_left_Z,mal_lat_right_X,mal_lat_right_Y,mal_lat_right_Z,calc_back_right_X,calc_back_right_Y,calc_back_right_Z,toe_right_X,toe_right_Y,toe_right_Z,C7_X,C7_Y,C7_Z
57,0.28,759.73681640625,478.895690917969,98.2749176025391,702.734069824219,443.297027587891,58.9446754455566,959.035278320312,443.406494140625,40.4134788513184,754.624694824219,211.763610839844,95.3749313354492,703.554809570312,252.788818359375,59.3915405273438,955.743591308594,246.274612426758,42.0186767578125,805.804321289062,353.197418212891,1385.36291503906
58,0.285,759.73779296875,478.889068603516,98.2808532714844,702.744689941406,443.317504882812,58.940372467041,959.024719238281,443.406921386719,40.4168815612793,754.617980957031,211.775238037109,95.3788986206055,703.567077636719,252.780563354492,59.3684120178223,955.741760253906,246.271194458008,42.0171279907227,805.7919921875,353.160827636719,1385.35546875
59,0.29,759.718811035156,478.902557373047,98.2906799316406,702.728149414062,443.310028076172,58.9524307250977,959.043579101562,443.419281005859,40.4274139404297,754.633544921875,211.769714355469,95.3761596679688,703.552917480469,252.788024902344,59.3643417358398,955.73828125,246.27587890625,42.0185699462891,805.806945800781,353.097625732422,1385.33056640625
60,0.295,759.739440917969,478.910583496094,98.2916946411133,702.733093261719,443.320373535156,58.940055847168,959.030334472656,443.407623291016,40.4244270324707,754.626708984375,211.766479492188,95.3798904418945,703.5625,252.792999267578,59.3651390075684,955.736083984375,246.285507202148,42.0146903991699,805.777465820312,353.035308837891,1385.32250976562
61,0.3,759.719177246094,478.910980224609,98.2938690185547,702.735473632812,443.316711425781,58.9423980712891,959.030029296875,443.410736083984,40.4200897216797,754.6171875,211.775161743164,95.3763198852539,703.55078125,252.791900634766,59.3683853149414,955.739379882812,246.271041870117,42.0144729614258,805.759948730469,353.000762939453,1385.30322265625
62,0.305,759.723754882812,478.904144287109,98.2888565063477,702.730773925781,443.326812744141,58.9487113952637,959.04541015625,443.421966552734,40.435962677002,754.609497070312,211.778518676758,95.3711242675781,703.5546875,252.785034179688,59.3614654541016,955.742980957031,246.287536621094,42.0181121826172,805.76611328125,352.96337890625,1385.294921875
63,0.31,759.729858398438,478.917266845703,98.2975540161133,702.734069824219,443.315704345703,58.9525184631348,959.044250488281,443.427581787109,40.4356269836426,754.613098144531,211.775543212891,95.3647308349609,703.543640136719,252.779022216797,59.3644943237305,955.738952636719,246.28450012207,42.0263481140137,805.747497558594,352.921752929688,1385.28161621094
64,0.315,759.731262207031,478.917755126953,98.2946472167969,702.737854003906,443.328704833984,58.946605682373,959.046936035156,443.411590576172,40.4382171630859,754.613342285156,211.759582519531,95.3600311279297,703.556762695312,252.770095825195,59.3385887145996,955.7333984375,246.287628173828,42.0264930725098,805.723999023438,352.878875732422,1385.28674316406
65,0.32,759.726501464844,478.912048339844,98.2955780029297,702.731628417969,443.321350097656,58.9631690979004,959.045593261719,443.419769287109,40.4354209899902,754.610412597656,211.769729614258,95.3500747680664,703.554260253906,252.785202026367,59.3451156616211,955.725402832031,246.287124633789,42.0188865661621,805.731201171875,352.807739257812,1385.26110839844
66,0.325,759.728332519531,478.929290771484,98.2892379760742,702.742370605469,443.326873779297,58.9592361450195,959.035949707031,443.416107177734,40.4229736328125,754.614868164062,211.760498046875,95.3462753295898,703.537963867188,252.761703491211,59.327075958252,955.721252441406,246.274139404297,42.0306053161621,805.70654296875,352.789978027344,1385.26538085938
67,0.33,759.718444824219,478.915161132812,98.2952728271484,702.741149902344,443.309509277344,58.9575424194336,959.03564453125,443.426635742188,40.4365615844727,754.608703613281,211.768402099609,95.3295745849609,703.548156738281,252.766159057617,59.3202362060547,955.71484375,246.299438476562,42.034122467041,805.727294921875,352.711151123047,1385.2412109375
68,0.335,759.73046875,478.918487548828,98.2949295043945,702.740295410156,443.320678710938,58.9489364624023,959.041809082031,443.408905029297,40.4454650878906,754.598327636719,211.749664306641,95.3443374633789,703.541381835938,252.767593383789,59.3199691772461,955.724853515625,246.291213989258,42.0369338989258,805.742309570312,352.680419921875,1385.23889160156
69,0.34,759.720947265625,478.922180175781,98.2887573242188,702.734985351562,443.327270507812,58.9529190063477,959.026306152344,443.421691894531,40.4378929138184,754.5947265625,211.750961303711,95.33984375,703.542724609375,252.755966186523,59.318302154541,955.71533203125,246.27702331543,42.0404090881348,805.733947753906,352.632659912109,1385.23791503906
70,0.345,759.714294433594,478.924133300781,98.2919769287109,702.731201171875,443.326629638672,58.9483070373535,959.036071777344,443.421539306641,40.4378395080566,754.595336914062,211.748413085938,95.3324737548828,703.547546386719,252.758544921875,59.3037414550781,955.714721679688,246.294204711914,42.0254440307617,805.759948730469,352.589965820312,1385.21374511719
71,0.35,759.71728515625,478.94091796875,98.2855758666992,702.734375,443.344909667969,58.9404716491699,959.026000976562,443.416320800781,40.4450225830078,754.605041503906,211.743713378906,95.3313598632812,703.538391113281,252.761474609375,59.3242492675781,955.71923828125,246.277618408203,42.0310134887695,805.792175292969,352.546783447266,1385.21264648438
72,0.355,759.709411621094,478.955200195312,98.2882919311523,702.733154296875,443.342041015625,58.942268371582,959.024963378906,443.421417236328,40.4473648071289,754.601318359375,211.753631591797,95.3270721435547,703.532531738281,252.756530761719,59.3207397460938,955.723388671875,246.29248046875,42.0276222229004,805.8037109375,352.501922607422,1385.21936035156
73,0.36,759.720397949219,478.947326660156,98.279541015625,702.730102539062,443.349487304688,58.9460220336914,959.030090332031,443.421142578125,40.4561347961426,754.599426269531,211.755355834961,95.3287963867188,703.541687011719,252.760131835938,59.3193893432617,955.719604492188,246.294921875,42.0392265319824,805.835693359375,352.450775146484,1385.20422363281
74,0.365,759.717346191406,478.960174560547,98.2699661254883,702.731567382812,443.357543945312,58.9322624206543,959.016723632812,443.426879882812,40.4662628173828,754.5908203125,211.76106262207,95.3296813964844,703.540893554688,252.770401000977,59.3119163513184,955.718872070312,246.288909912109,42.0360145568848,805.892272949219,352.422760009766,1385.18798828125
